Round,Opponent,Result,Venue,GF,GA,xG,xGA,Poss,Avg_GF,Avg_GA,Avg_xG,Avg_xGA,Avg_Poss,Label,Form_Score
1,Nott'ham Forest,W,Home,2,1,0.8,1.2,78,,,,,,1,
1,Newcastle Utd,L,Away,1,5,1.8,3.3,48,,,,,,-1,
1,West Ham,D,Home,1,1,1.3,1.1,62,,,,,,0,
1,Tottenham,D,Home,2,2,2.2,1.3,31,,,,,,0,
1,Luton Town,W,Home,4,1,4.0,1.5,70,,,,,,1,
1,Manchester City,L,Home,0,3,0.3,1.9,35,,,,,,-1,
1,Liverpool,D,Home,1,1,1.4,1.3,65,,,,,,0,
1,Sheffield Utd,W,Away,1,0,1.9,0.5,68,,,,,,1,
1,Fulham,L,Home,0,1,2.7,1.5,42,,,,,,-1,
1,Everton,W,Away,1,0,1.5,2.7,58,,,,,,1,
1,Chelsea,D,Away,1,1,1.3,1.4,35,,,,,,0,
1,Brighton,L,Away,1,4,1.5,4.0,30,,,,,,-1,
1,Burnley,W,Away,3,0,1.9,0.3,65,,,,,,1,
1,Wolves,W,Home,1,0,2.2,2.2,51,,,,,,1,
1,Aston Villa,W,Home,5,1,3.3,1.8,52,,,,,,1,
1,Arsenal,L,Away,1,2,1.2,0.8,22,,,,,,-1,
1,Crystal Palace,L,Home,0,1,0.5,1.9,32,,,,,,-1,
1,Brentford,D,Away,2,2,1.3,2.2,69,,,,,,0,
1,Bournemouth,D,Away,1,1,1.1,1.3,38,,,,,,0,
1,Manchester Utd,L,Away,0,1,2.2,2.2,49,,,,,,-1,
2,Crystal Palace,W,Away,1,0,2.0,1.0,53,2.0,1.0,0.8,1.2,78.0,1,
2,Everton,W,Home,4,0,2.9,0.6,60,1.0,5.0,1.8,3.3,48.0,1,
2,Liverpool,L,Away,1,3,1.3,3.0,36,1.0,1.0,1.3,1.1,62.0,-1,
2,Fulham,W,Away,3,0,3.7,0.5,45,2.0,2.0,2.2,1.3,31.0,1,
2,Wolves,W,Away,4,1,2.2,2.1,53,4.0,1.0,4.0,1.5,70.0,1,
2,Luton Town,W,Away,2,1,1.1,1.3,51,0.0,3.0,0.3,1.9,35.0,1,
2,West Ham,L,Away,1,3,2.5,1.8,75,1.0,1.0,1.4,1.3,65.0,-1,
2,Arsenal,L,Home,0,1,1.0,2.0,47,1.0,0.0,1.9,0.5,68.0,-1,
2,Aston Villa,L,Away,0,4,0.6,2.9,40,0.0,1.0,2.7,1.5,42.0,-1,
2,Brentford,L,Home,0,3,0.5,3.7,55,1.0,0.0,1.5,2.7,58.0,-1,
2,Bournemouth,W,Home,3,1,3.0,1.3,64,1.0,1.0,1.3,1.4,35.0,1,
2,Burnley,L,Home,1,2,1.3,1.1,49,1.0,4.0,1.5,4.0,30.0,-1,
2,Newcastle Utd,W,Home,1,0,1.0,0.3,59,3.0,0.0,1.9,0.3,65.0,1,
2,Tottenham,L,Away,0,2,2.1,1.7,45,1.0,0.0,2.2,2.2,51.0,-1,
2,Manchester City,L,Away,0,1,0.3,1.0,41,5.0,1.0,3.3,1.8,52.0,-1,
2,Sheffield Utd,W,Home,2,1,1.4,0.5,50,1.0,2.0,1.2,0.8,22.0,1,
2,Nott'ham Forest,L,Away,1,2,0.5,1.4,50,0.0,1.0,0.5,1.9,32.0,-1,
2,Manchester Utd,W,Home,2,0,1.7,2.1,55,2.0,2.0,1.3,2.2,69.0,1,
2,Chelsea,W,Home,3,1,1.8,2.5,25,1.0,1.0,1.1,1.3,38.0,1,
2,Brighton,L,Home,1,4,2.1,2.2,47,0.0,1.0,2.2,2.2,49.0,-1,
3,Fulham,D,Home,2,2,3.2,0.6,71,1.5,0.5,1.4,1.1,65.5,0,
3,Burnley,W,Away,3,1,2.5,0.7,43,2.5,2.5,2.35,1.95,54.0,1,
3,Tottenham,L,Home,0,2,0.7,2.1,44,1.0,2.0,1.3,2.05,49.0,-1,
3,Crystal Palace,D,Home,1,1,1.0,0.8,60,2.5,1.0,2.95,0.9,38.0,0,
3,West Ham,L,Home,1,3,1.5,3.0,78,4.0,1.0,3.1,1.8,61.5,-1,
3,Aston Villa,L,Home,1,3,0.7,2.5,57,1.0,2.0,0.7000000000000001,1.6,43.0,-1,
3,Luton Town,W,Home,3,0,2.2,0.4,67,1.0,2.0,1.95,1.55,70.0,1,
3,Brentford,D,Away,1,1,0.8,1.0,40,0.5,0.5,1.45,1.25,57.5,0,
3,Wolves,L,Home,0,1,1.3,1.1,47,0.0,2.5,1.6500000000000001,2.2,41.0,-1,
3,Arsenal,D,Away,2,2,0.6,3.2,29,0.5,1.5,1.0,3.2,56.5,0,
3,Newcastle Utd,W,Away,2,1,0.9,2.0,41,2.0,1.0,2.15,1.35,49.5,1,
3,Chelsea,L,Away,0,3,0.4,2.2,33,1.0,3.0,1.4,2.55,39.5,-1,
3,Sheffield Utd,W,Away,2,1,3.5,0.7,79,2.0,0.0,1.45,0.3,62.0,1,
3,Nott'ham Forest,W,Home,3,2,2.8,1.2,66,0.5,1.0,2.1500000000000004,1.9500000000000002,48.0,1,
3,Liverpool,L,Home,1,2,2.0,0.9,59,2.5,1.0,1.7999999999999998,1.4,46.5,-1,
3,Manchester Utd,L,Away,2,3,1.2,2.8,34,1.5,1.5,1.2999999999999998,0.65,36.0,-1,
3,Manchester City,L,Home,1,2,0.7,3.5,21,0.5,1.5,0.5,1.65,41.0,-1,
3,Bournemouth,W,Away,2,0,2.1,0.7,56,2.0,1.0,1.5,2.1500000000000004,62.0,1,
3,Brighton,W,Away,3,1,3.0,1.5,22,2.0,1.0,1.4500000000000002,1.9,31.5,1,
3,Everton,W,Away,1,0,1.1,1.3,53,0.5,2.5,2.1500000000000004,2.2,48.0,1,
4,Manchester Utd,W,Home,3,1,2.3,0.9,55,1.6666666666666667,1.0,2.0,0.9333333333333332,67.33333333333333,1,
4,Liverpool,L,Away,0,3,0.7,2.5,37,2.6666666666666665,2.0,2.4,1.5333333333333332,50.333333333333336,-1,
4,Brentford,D,Away,2,2,2.1,2.9,40,0.6666666666666666,2.0,1.0999999999999999,2.066666666666667,47.333333333333336,0,
4,Bournemouth,D,Home,2,2,2.9,2.1,60,2.0,1.0,2.3000000000000003,0.8666666666666667,45.333333333333336,0,
4,Newcastle Utd,W,Home,3,1,1.3,1.2,56,3.0,1.6666666666666667,2.566666666666667,2.1999999999999997,67.0,1,
4,Tottenham,L,Home,2,5,1.3,2.2,47,1.0,2.3333333333333335,0.7000000000000001,1.9000000000000001,47.666666666666664,-1,
4,Nott'ham Forest,L,Home,0,1,2.3,0.8,75,1.6666666666666667,1.3333333333333333,2.033333333333333,1.1666666666666667,69.0,-1,
4,Wolves,W,Home,3,2,2.1,1.2,43,0.6666666666666666,0.6666666666666666,1.2333333333333334,1.1666666666666667,51.666666666666664,1,
4,Sheffield Utd,D,Away,2,2,2.5,1.2,54,0.0,2.0,1.5333333333333332,1.8333333333333333,43.0,0,
4,Manchester City,L,Away,1,5,1.4,2.2,32,1.0,1.6666666666666667,0.8666666666666667,3.2000000000000006,47.333333333333336,-1,
4,Aston Villa,W,Home,3,0,2.5,0.7,63,2.0,1.0,1.7333333333333334,1.5666666666666667,46.666666666666664,1,
4,West Ham,L,Home,1,2,1.4,1.0,39,0.6666666666666666,3.0,1.0666666666666667,2.4333333333333336,37.333333333333336,-1,
4,Fulham,W,Home,5,1,2.2,1.4,68,2.0,0.3333333333333333,2.1333333333333333,0.4333333333333333,67.66666666666667,1,
4,Arsenal,L,Away,1,3,0.9,2.3,45,1.3333333333333333,1.3333333333333333,2.3666666666666667,1.7,54.0,-1,
4,Brighton,L,Away,1,3,1.2,1.3,44,2.0,1.3333333333333333,1.8666666666666665,1.2333333333333334,50.666666666666664,-1,
4,Chelsea,W,Away,1,0,0.8,2.3,25,1.6666666666666667,2.0,1.2666666666666666,1.3666666666666665,35.333333333333336,1,
4,Everton,D,Home,2,2,1.2,2.5,46,0.6666666666666666,1.6666666666666667,0.5666666666666667,2.2666666666666666,34.333333333333336,0,
4,Burnley,W,Away,5,2,2.2,1.3,53,2.0,0.6666666666666666,1.7,1.6666666666666667,60.0,1,
4,Luton Town,W,Away,2,1,1.0,1.4,61,2.3333333333333335,1.0,1.9666666666666668,1.7666666666666666,28.333333333333332,1,
4,Crystal Palace,L,Away,2,3,1.2,2.1,57,0.6666666666666666,1.6666666666666667,1.8,1.9000000000000001,49.666666666666664,-1,
5,Everton,W,Away,1,0,1.0,0.3,74,2.0,1.0,2.5,0.8333333333333334,59.666666666666664,1,
5,Crystal Palace,W,Home,3,1,3.0,1.2,66,2.3333333333333335,1.3333333333333333,2.033333333333333,1.2666666666666666,46.666666666666664,1,
5,Chelsea,D,Home,0,0,1.0,1.8,36,1.0,2.3333333333333335,1.366666666666667,2.6666666666666665,40.0,0,
5,Newcastle Utd,L,Away,0,1,0.5,1.4,44,2.0,1.0,2.533333333333333,1.1333333333333335,55.0,-1,
5,Manchester Utd,W,Away,3,1,1.7,1.0,56,2.6666666666666665,1.6666666666666667,1.6666666666666667,2.1,62.333333333333336,1,
5,Nott'ham Forest,D,Away,1,1,0.5,0.7,54,1.6666666666666667,3.0,1.0333333333333334,2.0,51.666666666666664,0,
5,Bournemouth,D,Away,0,0,1.8,1.0,64,1.3333333333333333,1.3333333333333333,2.3333333333333335,1.0000000000000002,72.33333333333333,0,
5,Aston Villa,L,Away,1,3,1.2,3.0,34,1.3333333333333333,1.3333333333333333,1.3,1.4000000000000001,43.333333333333336,-1,
5,Arsenal,L,Home,0,1,0.3,1.0,26,0.6666666666666666,2.3333333333333335,1.4666666666666668,1.7333333333333334,47.0,-1,
5,Luton Town,W,Home,1,0,1.0,1.1,77,1.0,3.3333333333333335,0.8333333333333334,3.0333333333333337,38.666666666666664,1,
5,Wolves,W,Away,3,1,2.5,0.6,65,2.6666666666666665,0.6666666666666666,2.1333333333333333,1.3333333333333333,56.0,1,
5,Fulham,L,Away,0,1,1.1,1.0,23,0.6666666666666666,2.3333333333333335,1.0333333333333334,1.4333333333333336,40.333333333333336,-1,
5,West Ham,W,Away,3,1,3.6,0.9,68,2.6666666666666665,0.6666666666666666,2.233333333333333,0.7999999999999998,68.66666666666667,1,
5,Brighton,L,Home,1,3,1.0,1.7,44,1.3333333333333333,2.3333333333333335,1.9333333333333333,1.7333333333333332,52.0,-1,
5,Brentford,W,Home,1,0,1.4,0.5,56,0.6666666666666666,2.0,1.1666666666666667,1.0666666666666667,48.0,1,
5,Burnley,D,Home,1,1,0.7,0.5,46,1.6666666666666667,1.3333333333333333,1.133333333333333,1.8666666666666665,36.333333333333336,0,
5,Tottenham,L,Away,1,2,0.7,2.1,30,1.3333333333333333,2.0,0.7999999999999999,2.466666666666667,39.0,-1,
5,Sheffield Utd,W,Home,2,1,2.1,0.7,70,3.0,0.6666666666666666,2.0,1.3666666666666665,54.666666666666664,1,
5,Manchester City,L,Home,1,3,0.9,3.6,32,2.6666666666666665,1.0,1.9333333333333336,1.8,36.0,-1,
5,Liverpool,L,Home,1,3,0.6,2.5,35,1.3333333333333333,2.3333333333333335,1.4666666666666668,1.866666666666667,52.333333333333336,-1,
6,Tottenham,D,Home,2,2,1.8,1.4,47,2.0,1.0,2.1666666666666665,0.6,66.66666666666667,0,9.333333333333334
6,Chelsea,W,Away,1,0,1.0,1.3,47,2.0,1.6666666666666667,2.0666666666666664,1.4666666666666666,48.666666666666664,1,7.555555555555555
6,Brighton,L,Away,1,3,1.1,1.9,39,0.6666666666666666,1.3333333333333333,1.2666666666666668,2.2666666666666666,40.0,-1,5.444444444444444
6,Everton,L,Home,1,3,1.0,1.9,57,1.0,1.3333333333333333,1.4666666666666668,1.4333333333333333,54.666666666666664,-1,6.333333333333333
6,Bournemouth,W,Home,3,1,1.9,1.1,61,2.3333333333333335,1.6666666666666667,1.5,1.7333333333333332,63.333333333333336,1,8.666666666666668
6,Manchester Utd,L,Home,0,1,1.1,1.0,61,1.3333333333333333,3.0,0.8333333333333334,1.8,52.666666666666664,-1,5.333333333333333
6,Aston Villa,L,Home,0,1,1.3,1.0,53,1.0,0.3333333333333333,2.1,0.7333333333333334,68.66666666666667,-1,6.0
6,Fulham,D,Home,0,0,0.3,0.6,51,1.6666666666666667,2.0,1.3666666666666665,1.7333333333333334,39.0,0,6.444444444444445
6,Brentford,W,Away,3,1,1.9,1.0,43,0.6666666666666666,1.3333333333333333,1.3666666666666665,1.0999999999999999,42.333333333333336,1,4.111111111111111
6,Crystal Palace,D,Away,0,0,0.6,0.3,49,1.3333333333333333,2.3333333333333335,1.0,2.1666666666666665,46.0,0,6.666666666666666
6,West Ham,W,Home,3,1,3.0,1.1,63,2.6666666666666665,0.6666666666666666,1.9666666666666668,1.1,56.333333333333336,1,9.555555555555555
6,Wolves,D,Home,1,1,2.1,0.6,57,0.3333333333333333,2.0,0.9666666666666668,1.4000000000000001,31.666666666666668,0,3.333333333333333
6,Nott'ham Forest,W,Home,2,0,1.3,1.0,57,3.3333333333333335,1.0,3.1,1.0,71.66666666666667,1,10.0
6,Burnley,W,Away,1,0,1.0,1.1,39,1.6666666666666667,2.6666666666666665,1.5666666666666664,1.7333333333333332,51.666666666666664,1,5.555555555555555
6,Sheffield Utd,W,Away,8,0,3.9,0.9,58,1.0,1.6666666666666667,1.5333333333333332,0.9,53.0,1,6.0
6,Manchester City,L,Away,0,2,1.0,1.3,43,1.3333333333333333,1.3333333333333333,0.9,1.8666666666666665,35.0,-1,6.888888888888889
6,Newcastle Utd,L,Home,0,8,0.9,3.9,42,1.3333333333333333,2.0,0.8666666666666666,2.6999999999999997,32.333333333333336,-1,4.111111111111111
6,Arsenal,D,Away,2,2,1.4,1.8,53,3.0,1.0,2.1333333333333333,0.9,59.666666666666664,0,9.555555555555555
6,Liverpool,L,Away,1,3,1.1,3.0,37,2.0,1.6666666666666667,1.6333333333333335,2.1666666666666665,38.333333333333336,-1,7.777777777777778
6,Luton Town,D,Away,1,1,0.6,2.1,43,1.3333333333333333,2.0,0.9666666666666667,1.9666666666666668,48.333333333333336,0,4.666666666666667
7,Bournemouth,W,Away,4,0,3.4,0.6,57,2.0,1.0,1.7,0.8666666666666667,58.666666666666664,1,8.555555555555555
7,Brighton,W,Home,6,1,1.6,1.7,39,1.3333333333333333,1.3333333333333333,1.5666666666666664,1.6666666666666667,50.0,1,8.666666666666668
7,Arsenal,L,Home,0,4,0.6,3.4,43,1.0,1.6666666666666667,1.4000000000000004,2.1999999999999997,38.333333333333336,-1,4.777777777777778
7,Nott'ham Forest,D,Away,1,1,1.6,0.5,59,1.0,2.0,1.4666666666666668,1.8,53.666666666666664,0,5.444444444444444
7,Aston Villa,L,Away,1,6,1.7,1.6,61,3.0,1.0,1.6333333333333335,1.0999999999999999,57.666666666666664,-1,8.88888888888889
7,Newcastle Utd,L,Away,0,2,0.6,3.1,47,1.0,2.3333333333333335,0.9666666666666668,1.3,54.0,-1,5.0
7,Fulham,W,Away,2,0,1.7,1.1,44,0.0,0.6666666666666666,1.7999999999999998,0.9333333333333335,64.0,1,5.222222222222222
7,Manchester Utd,W,Away,1,0,0.9,1.3,23,1.3333333333333333,1.6666666666666667,1.2,1.5999999999999999,42.666666666666664,1,6.111111111111112
7,Luton Town,L,Home,1,2,2.9,0.9,67,1.6666666666666667,1.3333333333333333,1.5666666666666667,1.0666666666666667,41.0,-1,5.777777777777777
7,Chelsea,L,Home,0,2,1.1,1.7,56,0.6666666666666666,1.6666666666666667,1.0,1.2,52.666666666666664,-1,6.333333333333333
7,Tottenham,L,Away,1,2,1.3,2.2,36,3.0,0.6666666666666666,2.6666666666666665,0.8000000000000002,63.666666666666664,-1,10.0
7,Everton,W,Away,2,1,0.9,2.9,33,0.6666666666666666,1.3333333333333333,1.5333333333333332,0.8666666666666667,39.666666666666664,1,4.222222222222222
7,Wolves,L,Away,1,2,0.9,0.4,68,3.3333333333333335,0.6666666666666666,2.3666666666666667,1.0999999999999999,64.33333333333333,-1,10.0
